family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	likely_contains_translation	review_status	notes
fam-raw-iob2-125-b-bed-b-580-1	iob2 125 b bed b 580 1	unclear	1	1	IOB2-125/b BED B 580-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-126-a-bed-b-592-1	iob2 126 a bed b 592 1	unclear	1	1	IOB2-126/a BED B 592-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-126-b-bed-b-592-2	iob2 126 b bed b 592 2	unclear	1	1	IOB2-126/b BED B 592-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-127-a-bed-b-597-2	iob2 127 a bed b 597 2	unclear	1	1	IOB2-127/a BED B 597-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-127-b-bed-b-597-1	iob2 127 b bed b 597 1	unclear	1	1	IOB2-127/b BED B 597-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-128-bed-b-597-6	iob2 128 bed b 597 6	unclear	1	1	IOB2-128 BED B 597-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-128-bed-b-597-7	iob2 128 bed b 597 7	unclear	1	1	IOB2-128 BED B 597-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-128-bed-b-597-8	iob2 128 bed b 597 8	unclear	1	1	IOB2-128 BED B 597-8	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-129-bed-b-600-9	iob2 129 bed b 600 9	unclear	1	1	IOB2-129 BED B 600-9	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-130-bed-b-600-3	iob2 130 bed b 600 3	unclear	1	1	IOB2-130 BED B 600-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-131-a-bed-b-600-4	iob2 131 a bed b 600 4	unclear	1	1	IOB2-131/a BED B 600-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-131-b-bed-b-600-5	iob2 131 b bed b 600 5	unclear	1	1	IOB2-131/b BED B 600-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-132-a-bed-b-600-6	iob2 132 a bed b 600 6	unclear	1	1	IOB2-132/a BED B 600-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-132-b-bed-b-601-2	iob2 132 b bed b 601 2	unclear	1	1	IOB2 132/b BED B 601-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-133-bed-b-601-4	iob2 133 bed b 601 4	unclear	1	1	IOB2-133 BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-134-a	IOB2-134/a	unclear	1	1	IOB2-134/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-134-b-bed-b-593-5	iob2 134 b bed b 593 5	unclear	1	1	IOB2-134/b BED B 593-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-135-a-bed-b-600-7	iob2 135 a bed b 600 7	unclear	1	1	IOB2-135/a BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-135-b-bed-b-600-7	iob2 135 b bed b 600 7	unclear	1	1	IOB2-135/b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-137-bed-b-600-7	iob2 137 bed b 600 7	unclear	1	1	IOB2-137 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-138-bed-b-603-3	iob2 138 bed b 603 3	unclear	1	1	IOB2-138 BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-139-bed-b-603-5	iob2 139 bed b 603 5	unclear	1	1	IOB2-139 BED B 603-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-140-a-bed-b-604-1	iob2 140 a bed b 604 1	unclear	1	1	IOB2 140/a BED B 604-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-140-b-bed-b-571-2	iob2 140 b bed b 571 2	unclear	1	1	IOB2-140/b BED B 571-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-141-bed-b-604-7	iob2 141 bed b 604 7	unclear	1	1	IOB2 141/ BED B 604-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-141-bed-b-604-8	iob2 141 bed b 604 8	unclear	1	1	IOB2 141/ BED B 604-8	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-143-a-bed-b-571-2	iob2 143 a bed b 571 2	unclear	1	1	IOB2-143/a BED B 571-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-143-b-bed-b-571-2	iob2 143 b bed b 571 2	unclear	1	1	IOB2-143/b BED B 571-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-144-bed-b-571-2	iob2 144 bed b 571 2	unclear	1	1	IOB2-144 BED B 571-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-145-bed-b-604-3	iob2 145 bed b 604 3	unclear	1	1	IOB2-145 BED B 604-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-146-bed-b-604-4	iob2 146 bed b 604 4	unclear	1	1	IOB2-146 BED B 604-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-147-a-bed-b-604-5	iob2 147 a bed b 604 5	unclear	1	1	IOB2-147/a BED B 604-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-147-bed-b-601-2	iob2 147 bed b 601 2	unclear	1	1	IOB2-147/ BED B 601-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-149-bed-b-604-10	iob2 149 bed b 604 10	unclear	1	1	IOB2-149 BED B 604-10	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-150-bed-b-601-4	iob2 150 bed b 601 4	unclear	1	1	IOB2-150 BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-151-bed-b-601-4	iob2 151 bed b 601 4	unclear	1	1	IOB2-151 BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-152-bed-b-601-4	iob2 152 bed b 601 4	unclear	1	1	IOB2-152 BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-153-a-bed-b-601-4	iob2 153 a bed b 601 4	unclear	1	1	IOB2-153/a BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-153-b-bed-b-601-4	iob2 153 b bed b 601 4	unclear	1	1	IOB2-153/b BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-154-iob3-340-bed-b-601-4	iob2 154 iob3 340 bed b 601 4	unclear	1	1	IOB2-154 & IOB3-340 BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-155-bed-b-601-4	iob2 155 bed b 601 4	unclear	1	1	IOB2-155 BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-156-bed-b-607-1	iob2 156 bed b 607 1	unclear	1	1	IOB2-156 BED B 607-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-157-bed-b-607-2	iob2 157 bed b 607 2	unclear	1	1	IOB2-157 BED B 607-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-158-bed-b-607-6	iob2 158 bed b 607 6	unclear	1	1	IOB2-158 BED B 607-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-159	IOB2-159	unclear	1	1	IOB2-159	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-160-a-bed-b-609-1	iob2 160 a bed b 609 1	unclear	1	1	IOB2-160/a BED B 609-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-161-a-bed-b-622-4	iob2 161 a bed b 622 4	unclear	1	1	IOB2-161/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-161-b-bed-b-593-5	iob2 161 b bed b 593 5	unclear	1	1	IOB2-161/b BED B 593-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-162-bed-b-610-2	iob2 162 bed b 610 2	unclear	1	1	IOB2-162 BED B 610-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-163-bed-b-593-5	iob2 163 bed b 593 5	unclear	1	1	IOB2-163 BED B 593-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-164-bed-b-593-5	iob2 164 bed b 593 5	unclear	1	1	IOB2-164 BED B 593-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-165-a-bed-b-600-7	iob2 165 a bed b 600 7	unclear	1	1	IOB2-165/a BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-165-b-bed-b-600-7	iob2 165 b bed b 600 7	unclear	1	1	IOB2-165/b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-166-a-bed-b-600-7	iob2 166 a bed b 600 7	unclear	1	1	IOB2-166/a BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-166-b-bed-b-600-7	iob2 166 b bed b 600 7	unclear	1	1	IOB2-166/b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-167-bed-b-600-7	iob2 167 bed b 600 7	unclear	1	1	IOB2 167 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-168-bed-b-600-7	iob2 168 bed b 600 7	unclear	1	1	IOB2-168 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-169-bed-b-600-7	iob2 169 bed b 600 7	unclear	1	1	IOB2-169 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-170-bed-b-600-7	iob2 170 bed b 600 7	unclear	1	1	IOB2-170 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-171-bed-b-600-7	iob2 171 bed b 600 7	unclear	1	1	IOB2-171 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-172-bed-b-600-7	iob2 172 bed b 600 7	unclear	1	1	IOB2-172 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-173-bed-b-604-2	iob2 173 bed b 604 2	unclear	1	1	IOB2-173 BED B 604-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-174-bed-b-600-7	iob2 174 bed b 600 7	unclear	1	1	IOB2-174 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-175-bed-b-600-7	iob2 175 bed b 600 7	unclear	1	1	IOB2-175 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-176-a-bed-b-600-7	iob2 176 a bed b 600 7	unclear	1	1	IOB2-176/a BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-176-b-bed-b-602-1	iob2 176 b bed b 602 1	unclear	1	1	IOB2-176/b BED B 602-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-177-a-bed-b-613-2	iob2 177 a bed b 613 2	unclear	1	1	IOB2-177/a BED B 613-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-177-b-bed-b-602-1	iob2 177 b bed b 602 1	unclear	1	1	IOB2 177/b BED B 602-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-178-bed-b-513-1	iob2 178 bed b 513 1	unclear	1	1	IOB2-178 BED B 513-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-180-bed-b-622-6	iob2 180 bed b 622 6	unclear	1	1	IOB2-180 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-181-bed-b-600-7	iob2 181 bed b 600 7	unclear	1	1	IOB2-181 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-182-a-bed-b-615-4	iob2 182 a bed b 615 4	unclear	1	1	IOB2-182/a BED B 615-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-182-b	IOB2-182/b	unclear	1	1	IOB2-182/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-183-a-bed-b-615-6	iob2 183 a bed b 615 6	unclear	1	1	IOB2-183/a BED B 615-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-183-b-bed-b-600-7	iob2 183 b bed b 600 7	unclear	1	1	IOB2-183/b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-185-bed-b-617-1	iob2 185 bed b 617 1	unclear	1	1	IOB2-185 BED B 617-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-186-bed-b-600-7	iob2 186 bed b 600 7	unclear	1	1	IOB2-186 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-187-bed-b-616-4	iob2 187 bed b 616 4	unclear	1	1	IOB2-187 BED B 616-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-188-bed-b-617-3	iob2 188 bed b 617 3	unclear	1	1	IOB2-188 BED B 617-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-189-bed-b-600-7	iob2 189 bed b 600 7	unclear	1	1	IOB2-189 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-190-a-bed-b-586-3	iob2 190 a bed b 586 3	unclear	1	1	IOB2-190/a BED B 586-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-190-b-bed-b-600-7	iob2 190 b bed b 600 7	unclear	1	1	IOB2-190/b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-191-a-bed-b-620-1	iob2 191 a bed b 620 1	unclear	1	1	IOB2-191/a BED B 620-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-191-b-bed-b-600-7	iob2 191 b bed b 600 7	unclear	1	1	IOB2-191/b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-193-bed-b-600-7	iob2 193 bed b 600 7	unclear	1	1	IOB2-193 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-194-bed-b-600-7	iob2 194 bed b 600 7	unclear	1	1	IOB2-194 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-195-a-bed-b-622-3	iob2 195 a bed b 622 3	unclear	1	1	IOB2-195/a BED B 622-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-195-b-bed-b-622-4	iob2 195 b bed b 622 4	unclear	1	1	IOB2-195/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-196-bed-b-622-4	iob2 196 bed b 622 4	unclear	1	1	IOB2-196 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-197-bed-b-600-7	iob2 197 bed b 600 7	unclear	1	1	IOB2-197 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-198-bed-b-622-6	iob2 198 bed b 622 6	unclear	1	1	IOB2-198 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-199-bed-b-600-7	iob2 199 bed b 600 7	unclear	1	1	IOB2-199 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-200-bed-b-631-6	iob2 200 bed b 631 6	unclear	1	1	IOB2-200 BED B 631-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-201-a	IOB2-201/a	unclear	1	1	IOB2-201/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-201-b-bed-b-623-1	iob2 201 b bed b 623 1	unclear	1	1	IOB2-201/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-202-bed-b-624-1	iob2 202 bed b 624 1	unclear	1	1	IOB2-202 BED B 624-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-203-bed-b-624-2	iob2 203 bed b 624 2	unclear	1	1	IOB2-203 BED B 624-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-204-a-bed-b-624-3	iob2 204 a bed b 624 3	unclear	1	1	IOB2-204/a BED B 624-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-204-b-bed-b-624-3	iob2 204 b bed b 624 3	unclear	1	1	IOB2-204/b BED B 624-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-205-bed-b-624-4	iob2 205 bed b 624 4	unclear	1	1	IOB2 205 BED B 624-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-206-bed-b-622-4	iob2 206 bed b 622 4	unclear	1	1	IOB2-206 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-207-bed-b-622-6	iob2 207 bed b 622 6	unclear	1	1	IOB2-207 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-208-bed-b-622-4	iob2 208 bed b 622 4	unclear	1	1	IOB2-208 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-209-bed-b-622-4	iob2 209 bed b 622 4	unclear	1	1	IOB2-209 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-210-a-bed-b-600-2	iob2 210 a bed b 600 2	unclear	1	1	IOB2-210/a BED B 600-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-210-b-bed-b-622-6	iob2 210 b bed b 622 6	unclear	1	1	IOB2-210/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-211-bed-b-622-6	iob2 211 bed b 622 6	unclear	1	1	IOB2-211 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-212-bed-b-622-8	iob2 212 bed b 622 8	unclear	1	1	IOB2-212 BED B 622-8	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-213-a-bed-b-622-6	iob2 213 a bed b 622 6	unclear	1	1	IOB2-213/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-213-b-bed-b-622-6	iob2 213 b bed b 622 6	unclear	1	1	IOB2-213/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-214-a-iob5-579-bed-b-622-6	iob2 214 a iob5 579 bed b 622 6	unclear	1	1	IOB2-214/a & IOB5-579 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-214-b-bed-b-622-6	iob2 214 b bed b 622 6	unclear	1	1	IOB2 214/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-215-a-bed-b-622-6	iob2 215 a bed b 622 6	unclear	1	1	IOB2-215/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-215-b-bed-b-622-6	iob2 215 b bed b 622 6	unclear	1	1	IOB2-215/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-216-bed-b-622-6	iob2 216 bed b 622 6	unclear	1	1	IOB2-216 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-217-bed-b-623-1	iob2 217 bed b 623 1	unclear	1	1	IOB2-217 BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-218-a-bed-b-623-1	iob2 218 a bed b 623 1	unclear	1	1	IOB2-218/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-218-b-bed-b-623-1	iob2 218 b bed b 623 1	unclear	1	1	IOB2-218/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-218-b-bed-b-628-6b	iob2 218 b bed b 628 6b	unclear	1	1	IOB2-218/b BED B 628-6b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-219-a-bed-b-629-1	iob2 219 a bed b 629 1	unclear	1	1	IOB2-219/a BED B 629-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-219-b-bed-b-623-1	iob2 219 b bed b 623 1	unclear	1	1	IOB2-219/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-220-bed-b-623-1	iob2 220 bed b 623 1	unclear	1	1	IOB2-220 BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-221-bed-a	IOB2-221 BED A	unclear	1	1	IOB2-221 BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-222-a-bed-b-630-1	iob2 222 a bed b 630 1	unclear	1	1	IOB2-222/a BED B 630-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-222-b-bed-a	IOB2-222/b BED A	unclear	1	1	IOB2-222/b BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-223-a-bed-a	IOB2-223/a BED A	unclear	1	1	IOB2-223/a BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2-223-b-bed-a	IOB2-223/b BED A	unclear	1	1	IOB2-223/b BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob2160-b-bed-b-609-5	iob2160 b bed b 609 5	unclear	1	1	IOB2160/b BED B 609-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-224-bed-b-624-1	iob3 224 bed b 624 1	unclear	1	1	IOB3-224 BED B 624-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-225-bed-b-631-1	iob3 225 bed b 631 1	unclear	1	1	IOB3-225 BED B 631-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-226-bed-b-624-1	iob3 226 bed b 624 1	unclear	1	1	IOB3-226 BED B 624-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-227-bed-b-622-4	iob3 227 bed b 622 4	unclear	1	1	IOB3-227 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-227-bed-b-624-1	iob3 227 bed b 624 1	unclear	1	1	IOB3-227 BED B 624-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-228-a-bed-b-624-1	iob3 228 a bed b 624 1	unclear	1	1	IOB3-228/a BED B 624-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-228-b-bed-b-632-1	iob3 228 b bed b 632 1	unclear	1	1	IOB3-228/b BED B 632-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-229-bed-b-632-2	iob3 229 bed b 632 2	unclear	1	1	IOB3-229 BED B 632-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-230-bed-b-632-3	iob3 230 bed b 632 3	unclear	1	1	IOB3-230 BED B 632-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-231-a-bed-b-632-4	iob3 231 a bed b 632 4	unclear	1	1	IOB3-231/a BED B 632-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-231-b-bed-b-633-1	iob3 231 b bed b 633 1	unclear	1	1	IOB3-231/b BED B 633-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-232-bed-b-633-2	iob3 232 bed b 633 2	unclear	1	1	IOB3-232 BED B 633-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-233	IOB3-233	unclear	1	1	IOB3-233	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-233-bed-b-633-3	iob3 233 bed b 633 3	unclear	1	1	IOB3-233 BED B 633-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-234-bed-b-624-1	iob3 234 bed b 624 1	unclear	1	1	IOB3-234 BED B 624-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-235-bed-b-634-1	iob3 235 bed b 634 1	unclear	1	1	IOB3-235 BED B 634-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-236-a-bed-b-624-2	iob3 236 a bed b 624 2	unclear	1	1	IOB3-236/a BED B 624-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-236-b-bed-b-634-3	iob3 236 b bed b 634 3	unclear	1	1	IOB3-236/b BED B 634-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-237-bed-b-634-4	iob3 237 bed b 634 4	unclear	1	1	IOB3-237 BED B 634-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-238-bed-b-634-5	iob3 238 bed b 634 5	unclear	1	1	IOB3-238 BED B 634-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-239-bed-b-635-1	iob3 239 bed b 635 1	unclear	1	1	IOB3-239 BED B 635-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-240-bed-b-624-2	iob3 240 bed b 624 2	unclear	1	1	IOB3-240 BED B 624-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-241	IOB3-241	unclear	1	1	IOB3-241	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-242-bed-b-635-3	iob3 242 bed b 635 3	unclear	1	1	IOB3-242 BED B 635-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-243-bed-b-624-3	iob3 243 bed b 624 3	unclear	1	1	IOB3-243 BED B 624-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-244-bed-b-624-4	iob3 244 bed b 624 4	unclear	1	1	IOB3-244 BED B 624-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-245-a-bed-b-636-2	iob3 245 a bed b 636 2	unclear	1	1	IOB3-245/a BED B 636-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-245-b-bed-b-622-4	iob3 245 b bed b 622 4	unclear	1	1	IOB3-245/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-246-bed-b-623-2-b-636-3	iob3 246 bed b 623 2 b 636 3	unclear	1	1	IOB3-246 BED B 623-2 & B 636-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-247-bed-b-624-4	iob3 247 bed b 624 4	unclear	1	1	IOB3-247 BED B 624-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-248-bed-b-622-4	iob3 248 bed b 622 4	unclear	1	1	IOB3-248 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-249-bed-b-622-4	iob3 249 bed b 622 4	unclear	1	1	IOB3-249 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-250-bed-b-622-4	iob3 250 bed b 622 4	unclear	1	1	IOB3-250 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-251-bed-b-622-4	iob3 251 bed b 622 4	unclear	1	1	IOB3-251 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-252-bed-b-622-4	iob3 252 bed b 622 4	unclear	1	1	IOB3-252 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-253-a-bed-b-622-4	iob3 253 a bed b 622 4	unclear	1	1	IOB3-253/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-253-b-bed-b-622-4	iob3 253 b bed b 622 4	unclear	1	1	IOB3-253/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
