work_candidate_id	family_id	provisional_short_label	author_original	author_normalized	year	title_original	title_normalized	publication_details	language	script	translation_relevance	evidence_raw_references	review_status	notes
work-raw-iob3-263-bed-b-622-4	fam-raw-iob3-263-bed-b-622-4	iob3 263 bed b 622 4								latin	unknown	IOB3-263 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-264-bed-b-622-4	fam-raw-iob3-264-bed-b-622-4	iob3 264 bed b 622 4								latin	unknown	IOB3-264 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-265-bed-b-622-4	fam-raw-iob3-265-bed-b-622-4	iob3 265 bed b 622 4								latin	unknown	IOB3-265 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-266-a-bed-b-622-4	fam-raw-iob3-266-a-bed-b-622-4	iob3 266 a bed b 622 4								latin	unknown	IOB3-266/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-266-b-bed-b-622-4	fam-raw-iob3-266-b-bed-b-622-4	iob3 266 b bed b 622 4								latin	unknown	IOB3-266/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-266-c-bed-b-622-4	fam-raw-iob3-266-c-bed-b-622-4	iob3 266 c bed b 622 4								latin	unknown	IOB3-266/c BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-267-bed-b-622-4	fam-raw-iob3-267-bed-b-622-4	iob3 267 bed b 622 4								latin	unknown	IOB3-267 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-268-bed-b-622-4	fam-raw-iob3-268-bed-b-622-4	iob3 268 bed b 622 4								latin	unknown	IOB3-268 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-269-bed-b-622-4	fam-raw-iob3-269-bed-b-622-4	iob3 269 bed b 622 4								latin	unknown	IOB3-269 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-270-bed-b-614-4	fam-raw-iob3-270-bed-b-614-4	iob3 270 bed b 614 4								latin	unknown	IOB3-270 BED B 614-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-271-bed-b-622-4	fam-raw-iob3-271-bed-b-622-4	iob3 271 bed b 622 4								latin	unknown	IOB3-271 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-273-bed-b-622-4	fam-raw-iob3-273-bed-b-622-4	iob3 273 bed b 622 4								latin	unknown	IOB3-273 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-274-bed-b-622-4	fam-raw-iob3-274-bed-b-622-4	iob3 274 bed b 622 4								latin	unknown	IOB3-274 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-276-a-bed-b-622-4	fam-raw-iob3-276-a-bed-b-622-4	iob3 276 a bed b 622 4								latin	unknown	IOB3-276/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-276-b-bed-b-622-4	fam-raw-iob3-276-b-bed-b-622-4	iob3 276 b bed b 622 4								latin	unknown	IOB3-276/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-279-bed-b-622-4	fam-raw-iob3-279-bed-b-622-4	iob3 279 bed b 622 4								latin	unknown	IOB3-279 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-280-a-bed-b-622-4	fam-raw-iob3-280-a-bed-b-622-4	iob3 280 a bed b 622 4								latin	unknown	IOB3-280/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-280-b-bed-b-622-4	fam-raw-iob3-280-b-bed-b-622-4	iob3 280 b bed b 622 4								latin	unknown	IOB3-280/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-281-a-bed-b-622-4	fam-raw-iob3-281-a-bed-b-622-4	iob3 281 a bed b 622 4								latin	unknown	IOB3-281/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-281-b-bed-b-622-4	fam-raw-iob3-281-b-bed-b-622-4	iob3 281 b bed b 622 4								latin	unknown	IOB3-281/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-282-bed-b-622-4	fam-raw-iob3-282-bed-b-622-4	iob3 282 bed b 622 4								latin	unknown	IOB3-282 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-283-bed-b-622-4	fam-raw-iob3-283-bed-b-622-4	iob3 283 bed b 622 4								latin	unknown	IOB3-283 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-284-a-bed-b-622-4	fam-raw-iob3-284-a-bed-b-622-4	iob3 284 a bed b 622 4								latin	unknown	IOB3-284/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-284-b-bed-b-622-4	fam-raw-iob3-284-b-bed-b-622-4	iob3 284 b bed b 622 4								latin	unknown	IOB3-284/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-285-bed-b-622-4	fam-raw-iob3-285-bed-b-622-4	iob3 285 bed b 622 4								latin	unknown	IOB3-285 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-286-bed-b-622-4	fam-raw-iob3-286-bed-b-622-4	iob3 286 bed b 622 4								latin	unknown	IOB3-286 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-287-b-bed-b-622-4	fam-raw-iob3-287-b-bed-b-622-4	iob3 287 b bed b 622 4								latin	unknown	IOB3-287/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-288-bed-b-622-4	fam-raw-iob3-288-bed-b-622-4	iob3 288 bed b 622 4								latin	unknown	IOB3-288 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-289-bed-b-622-4	fam-raw-iob3-289-bed-b-622-4	iob3 289 bed b 622 4								latin	unknown	IOB3-289 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-290-a-bed-b-622-4	fam-raw-iob3-290-a-bed-b-622-4	iob3 290 a bed b 622 4								latin	unknown	IOB3-290/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-290-b-bed-b-622-4	fam-raw-iob3-290-b-bed-b-622-4	iob3 290 b bed b 622 4								latin	unknown	IOB3-290/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-291-bed-b-622-4	fam-raw-iob3-291-bed-b-622-4	iob3 291 bed b 622 4								latin	unknown	IOB3-291 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-292-bed-b-622-4	fam-raw-iob3-292-bed-b-622-4	iob3 292 bed b 622 4								latin	unknown	IOB3-292 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-293-bed-b-622-4	fam-raw-iob3-293-bed-b-622-4	iob3 293 bed b 622 4								latin	unknown	IOB3-293 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-294-bed-b-622-4	fam-raw-iob3-294-bed-b-622-4	iob3 294 bed b 622 4								latin	unknown	IOB3-294 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-295-bed-b-622-6	fam-raw-iob3-295-bed-b-622-6	iob3 295 bed b 622 6								latin	unknown	IOB3-295 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-296	fam-raw-iob3-296	IOB3-296								latin	unknown	IOB3-296	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-296-297-198-b	fam-raw-iob3-296-297-198-b	IOB3-296-297-198/b								latin	unknown	IOB3-296-297-198/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-296-297-298-a	fam-raw-iob3-296-297-298-a	IOB3-296, 297, 298/a								latin	unknown	IOB3-296, 297, 298/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-296-298-a-b	fam-raw-iob3-296-298-a-b	IOB3-296 & 298/a-b								latin	unknown	IOB3-296 & 298/a-b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-297-a-b-bed-b-600-7	fam-raw-iob3-297-a-b-bed-b-600-7	iob3 297 a b bed b 600 7								latin	unknown	IOB3-297/a-b BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-297-bed-b-622-6	fam-raw-iob3-297-bed-b-622-6	iob3 297 bed b 622 6								latin	unknown	IOB3-297 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-298-a-bed-b-622-6	fam-raw-iob3-298-a-bed-b-622-6	iob3 298 a bed b 622 6								latin	unknown	IOB3-298/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-298-b-bed-b-623-1	fam-raw-iob3-298-b-bed-b-623-1	iob3 298 b bed b 623 1								latin	unknown	IOB3-298/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-299-bed-b-622-4	fam-raw-iob3-299-bed-b-622-4	iob3 299 bed b 622 4								latin	unknown	IOB3-299 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-302-bed-b-610-5	fam-raw-iob3-302-bed-b-610-5	iob3 302 bed b 610 5								latin	unknown	IOB3-302 BED B 610-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-303-bed-a	fam-raw-iob3-303-bed-a	IOB3-303 BED A								latin	unknown	IOB3-303 BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-304-bed-a	fam-raw-iob3-304-bed-a	IOB3-304 BED A								latin	unknown	IOB3-304 BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-305-a	fam-raw-iob3-305-a	IOB3-305/a								latin	unknown	IOB3-305/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-306-a-iob5-586-b-c-bed-b-623-1	fam-raw-iob3-306-a-iob5-586-b-c-bed-b-623-1	iob3 306 a iob5 586 b c bed b 623 1								latin	unknown	IOB3-306/a & IOB5-586/b/c BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-306-b-bed-b-623-1	fam-raw-iob3-306-b-bed-b-623-1	iob3 306 b bed b 623 1								latin	unknown	IOB3-306/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-306-c-bed-b-623-1	fam-raw-iob3-306-c-bed-b-623-1	iob3 306 c bed b 623 1								latin	unknown	IOB3-306/c BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-306-d-bed-b-623-1	fam-raw-iob3-306-d-bed-b-623-1	iob3 306 d bed b 623 1								latin	unknown	IOB3-306/d BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-308-bed-b-603-1	fam-raw-iob3-308-bed-b-603-1	iob3 308 bed b 603 1								latin	unknown	IOB3-308 BED B 603-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-309	fam-raw-iob3-309	IOB3-309								latin	unknown	IOB3-309	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-310-a	fam-raw-iob3-310-a	IOB3-310/a								latin	unknown	IOB3-310/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-310-b	fam-raw-iob3-310-b	IOB3-310/b								latin	unknown	IOB3-310/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-311-a-bed-b-603-2	fam-raw-iob3-311-a-bed-b-603-2	iob3 311 a bed b 603 2								latin	unknown	IOB3-311/a BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-311-b-bed-b-603-2	fam-raw-iob3-311-b-bed-b-603-2	iob3 311 b bed b 603 2								latin	unknown	IOB3-311/b BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-312-a-bed-a	fam-raw-iob3-312-a-bed-a	IOB3-312/a BED A								latin	unknown	IOB3-312/a BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-312-a-bed-b-600-7	fam-raw-iob3-312-a-bed-b-600-7	iob3 312 a bed b 600 7								latin	unknown	IOB3-312/a BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-312-b-bed-b-603-2	fam-raw-iob3-312-b-bed-b-603-2	iob3 312 b bed b 603 2								latin	unknown	IOB3-312/b BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-313-a-bed-b-603-2	fam-raw-iob3-313-a-bed-b-603-2	iob3 313 a bed b 603 2								latin	unknown	IOB3-313/a BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-313-b-bed-b-603-2	fam-raw-iob3-313-b-bed-b-603-2	iob3 313 b bed b 603 2								latin	unknown	IOB3-313/b BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-314-a-bed-a	fam-raw-iob3-314-a-bed-a	IOB3-314/a BED A								latin	unknown	IOB3-314/a BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-314-b-bed-a	fam-raw-iob3-314-b-bed-a	IOB3-314/b BED A								latin	unknown	IOB3-314/b BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-314-c-bed-b-603-2	fam-raw-iob3-314-c-bed-b-603-2	iob3 314 c bed b 603 2								latin	unknown	IOB3-314/c BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-315-a-bed-b-603-2	fam-raw-iob3-315-a-bed-b-603-2	iob3 315 a bed b 603 2								latin	unknown	IOB3-315/a BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-315-b	fam-raw-iob3-315-b	IOB3-315/b								latin	unknown	IOB3-315/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-316-a-bed-b-600-7	fam-raw-iob3-316-a-bed-b-600-7	iob3 316 a bed b 600 7								latin	unknown	IOB3-316/a BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-316-b	fam-raw-iob3-316-b	IOB3-316/b								latin	unknown	IOB3-316/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-317-a-bed-b-603-2	fam-raw-iob3-317-a-bed-b-603-2	iob3 317 a bed b 603 2								latin	unknown	IOB3-317/a & BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-318-a-bed-b-603-2	fam-raw-iob3-318-a-bed-b-603-2	iob3 318 a bed b 603 2								latin	unknown	IOB3-318/a BED B 603-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-318-b	fam-raw-iob3-318-b	IOB3-318/b								latin	unknown	IOB3-318/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-319-a-bed-a	fam-raw-iob3-319-a-bed-a	IOB3-319/a BED A								latin	unknown	IOB3-319/a BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-319-c	fam-raw-iob3-319-c	IOB3-319/c								latin	unknown	IOB3-319/c	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-320	fam-raw-iob3-320	IOB3-320								latin	unknown	IOB3-320	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-320-bed-b-600-7	fam-raw-iob3-320-bed-b-600-7	iob3 320 bed b 600 7								latin	unknown	IOB3-320 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-321-bed-a	fam-raw-iob3-321-bed-a	IOB3-321 BED A								latin	unknown	IOB3-321 BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-322-bed-a	fam-raw-iob3-322-bed-a	IOB3-322 BED A								latin	unknown	IOB3-322 BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-323-a-b-c-bed-a	fam-raw-iob3-323-a-b-c-bed-a	iob3 323 a b c bed a								latin	unknown	IOB3-323/a-b-c BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-323-a-b-c-bed-b-594-4	fam-raw-iob3-323-a-b-c-bed-b-594-4	iob3 323 a b c bed b 594 4								latin	unknown	IOB3-323/a-b-c BED B 594-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-324-a	fam-raw-iob3-324-a	IOB3-324/a								latin	unknown	IOB3-324/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-324-b-bed-b-602-5	fam-raw-iob3-324-b-bed-b-602-5	iob3 324 b bed b 602 5								latin	unknown	IOB3-324/b BED B 602-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-325-bed-b-551-1	fam-raw-iob3-325-bed-b-551-1	iob3 325 bed b 551 1								latin	unknown	IOB3-325 BED B 551-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-326-bed-b-593-5	fam-raw-iob3-326-bed-b-593-5	iob3 326 bed b 593 5								latin	unknown	IOB3-326 BED B 593-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-328-a-bed-b-601-4	fam-raw-iob3-328-a-bed-b-601-4	iob3 328 a bed b 601 4								latin	unknown	IOB3-328/a BED B 601-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-329	fam-raw-iob3-329	IOB3-329								latin	unknown	IOB3-329	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-330-bed-a	fam-raw-iob3-330-bed-a	IOB3-330 BED A								latin	unknown	IOB3-330 BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-331-a-bed-a	fam-raw-iob3-331-a-bed-a	IOB3-331/a BED A								latin	unknown	IOB3-331/a BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-332-a-bed-b-603-3	fam-raw-iob3-332-a-bed-b-603-3	iob3 332 a bed b 603 3								latin	unknown	IOB3-332/a BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-332-b-bed-b-603-3	fam-raw-iob3-332-b-bed-b-603-3	iob3 332 b bed b 603 3								latin	unknown	IOB3-332/b BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-333-bed-b-608-1-b-626-3	fam-raw-iob3-333-bed-b-608-1-b-626-3	iob3 333 bed b 608 1 b 626 3								latin	unknown	IOB3-333 BED B 608-1 & B 626-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-334-a	fam-raw-iob3-334-a	IOB3-334/a								latin	unknown	IOB3-334/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-335-a-bed-b-603-3	fam-raw-iob3-335-a-bed-b-603-3	iob3 335 a bed b 603 3								latin	unknown	IOB3-335/a BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-335-b-bed-b-603-3	fam-raw-iob3-335-b-bed-b-603-3	iob3 335 b bed b 603 3								latin	unknown	IOB3-335/b BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-336-a-bed-b-603-3	fam-raw-iob3-336-a-bed-b-603-3	iob3 336 a bed b 603 3								latin	unknown	IOB3-336/a BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-336-b-bed-b-603-3	fam-raw-iob3-336-b-bed-b-603-3	iob3 336 b bed b 603 3								latin	unknown	IOB3-336/b BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-337-a-bed-b-603-3	fam-raw-iob3-337-a-bed-b-603-3	iob3 337 a bed b 603 3								latin	unknown	IOB3-337/a BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-337-b-bed-b-603-3	fam-raw-iob3-337-b-bed-b-603-3	iob3 337 b bed b 603 3								latin	unknown	IOB3-337/b BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-338-bed-b-603-3	fam-raw-iob3-338-bed-b-603-3	iob3 338 bed b 603 3								latin	unknown	IOB3-338 BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-339-a-b-bed-a	fam-raw-iob3-339-a-b-bed-a	iob3 339 a b bed a								latin	unknown	IOB3-339/a-b BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-341-bed-b-622-4	fam-raw-iob3-341-bed-b-622-4	iob3 341 bed b 622 4								latin	unknown	IOB3-341 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-342-b-bed-b-603-3	fam-raw-iob3-342-b-bed-b-603-3	iob3 342 b bed b 603 3								latin	unknown	IOB3-342/b - BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-343-b-a-4-bed-b-603-3	fam-raw-iob3-343-b-a-4-bed-b-603-3	iob3 343 b a 4 bed b 603 3								latin	unknown	IOB3-343/b/a 4- BED B 603-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-344-a-b-bed-b-600-7	fam-raw-iob3-344-a-b-bed-b-600-7	iob3 344 a b bed b 600 7								latin	unknown	IOB3-344/a-b BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-345-a-bed-b-600-7	fam-raw-iob3-345-a-bed-b-600-7	iob3 345 a bed b 600 7								latin	unknown	IOB3-345/a BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-345-b	fam-raw-iob3-345-b	IOB3-345/b								latin	unknown	IOB3-345/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-389-b-bed-b-622-4	fam-raw-iob3-389-b-bed-b-622-4	iob3 389 b bed b 622 4								latin	unknown	IOB3-389/b BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-460-a	fam-raw-iob3-460-a	IOB3-460/a								latin	unknown	IOB3-460/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob3-bed-b-622-4	fam-raw-iob3-bed-b-622-4	IOB3- BED B 622-4								latin	unknown	IOB3- BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-361-a	fam-raw-iob4-361-a	IOB4-361/a								latin	unknown	IOB4-361/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-361-b	fam-raw-iob4-361-b	IOB4-361/b								latin	unknown	IOB4-361/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-364-a	fam-raw-iob4-364-a	IOB4-364/a								latin	unknown	IOB4-364/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-364-b	fam-raw-iob4-364-b	IOB4-364/b								latin	unknown	IOB4-364/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-365-a-bed-b-533-2	fam-raw-iob4-365-a-bed-b-533-2	iob4 365 a bed b 533 2								latin	unknown	IOB4-365/a BED B 533-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-365-b-bed-b-552-3	fam-raw-iob4-365-b-bed-b-552-3	iob4 365 b bed b 552 3								latin	unknown	IOB4-365/b BED B 552-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-365-c-bed-b-573-3	fam-raw-iob4-365-c-bed-b-573-3	iob4 365 c bed b 573 3								latin	unknown	IOB4-365/c BED B 573-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-370	fam-raw-iob4-370	IOB4-370								latin	unknown	IOB4-370	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-371-a-bed-b-581-4	fam-raw-iob4-371-a-bed-b-581-4	iob4 371 a bed b 581 4								latin	unknown	IOB4-371/a BED B 581-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-373-a-bed-b-593-4	fam-raw-iob4-373-a-bed-b-593-4	iob4 373 a bed b 593 4								latin	unknown	IOB4-373/a BED B 593-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-375-bed-b-598-3	fam-raw-iob4-375-bed-b-598-3	iob4 375 bed b 598 3								latin	unknown	IOB4-375 BED B 598-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-376	fam-raw-iob4-376	IOB4-376								latin	unknown	IOB4-376	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-377-a-bed-b-584-3	fam-raw-iob4-377-a-bed-b-584-3	iob4 377 a bed b 584 3								latin	unknown	IOB4-377/a BED B 584-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-378-a-bed-b-609-3	fam-raw-iob4-378-a-bed-b-609-3	iob4 378 a bed b 609 3								latin	unknown	IOB4-378/a BED B 609-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-378-b-bed-b-609-4	fam-raw-iob4-378-b-bed-b-609-4	iob4 378 b bed b 609 4								latin	unknown	IOB4-378/b BED B 609-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-380-bed-b-611-4	fam-raw-iob4-380-bed-b-611-4	iob4 380 bed b 611 4								latin	unknown	IOB4-380 BED B 611-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-381-bed-b-622-4	fam-raw-iob4-381-bed-b-622-4	iob4 381 bed b 622 4								latin	unknown	IOB4-381 BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-383-a-bed-b-623-1	fam-raw-iob4-383-a-bed-b-623-1	iob4 383 a bed b 623 1								latin	unknown	IOB4-383/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-383-b-bed-b-623-1	fam-raw-iob4-383-b-bed-b-623-1	iob4 383 b bed b 623 1								latin	unknown	IOB4-383/b BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-384-bed-b-634-6	fam-raw-iob4-384-bed-b-634-6	iob4 384 bed b 634 6								latin	unknown	IOB4-384 BED B 634-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-385-a-bed-b-624-4	fam-raw-iob4-385-a-bed-b-624-4	iob4 385 a bed b 624 4								latin	unknown	IOB4-385/a BED B 624-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-385-b-bed-b-624-4	fam-raw-iob4-385-b-bed-b-624-4	iob4 385 b bed b 624 4								latin	unknown	IOB4-385/b BED B 624-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-386-bed-b-637-5	fam-raw-iob4-386-bed-b-637-5	iob4 386 bed b 637 5								latin	unknown	IOB4-386 BED B 637-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-387-a-bed-b-623-1	fam-raw-iob4-387-a-bed-b-623-1	iob4 387 a bed b 623 1								latin	unknown	IOB4-387/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-389-a-bed-b-622-4	fam-raw-iob4-389-a-bed-b-622-4	iob4 389 a bed b 622 4								latin	unknown	IOB4-389/a BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-389-c-bed-b-622-4	fam-raw-iob4-389-c-bed-b-622-4	iob4 389 c bed b 622 4								latin	unknown	IOB4-389/c BED B 622-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-390	fam-raw-iob4-390	IOB4-390								latin	unknown	IOB4-390	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-391	fam-raw-iob4-391	IOB4-391								latin	unknown	IOB4-391	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-392	fam-raw-iob4-392	IOB4-392								latin	unknown	IOB4-392	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-393	fam-raw-iob4-393	IOB4-393								latin	unknown	IOB4-393	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-394-bed-b-622-6	fam-raw-iob4-394-bed-b-622-6	iob4 394 bed b 622 6								latin	unknown	IOB4-394 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-395-bed-b-622-6	fam-raw-iob4-395-bed-b-622-6	iob4 395 bed b 622 6								latin	unknown	IOB4-395 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-396-a-bed-b-622-6	fam-raw-iob4-396-a-bed-b-622-6	iob4 396 a bed b 622 6								latin	unknown	IOB4-396/a BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob4-396-b-bed-b-622-6	fam-raw-iob4-396-b-bed-b-622-6	iob4 396 b bed b 622 6								latin	unknown	IOB4-396/b BED B 622-6	unreviewed	No stronger conservative family signal was detected.
